nombre,artista,id_artista,año,genero,genero_general
Pop n Olive,Samara Cyn,4nqQTosM2Mbg7iRjvJU0N0,2025,Desconocido,Otros
Dear god,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
Gaslighter - Live,Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc,2025,opm,Otros
Sports car,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
Ghosts - Live,Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc,2025,opm,Otros
bloodonmyhands (feat. Flo Milli),Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
Ancient Light,I'm With Her,3oXddLOOjkoUuC2sX1RMdr,2025,bluegrass,country
I know love (feat. The Kid LAROI),Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
"Maya, Maya, Maya - Live From Middle Farm Studios / 2023",Maya Delilah,6TWEX2qTj9b0bBsXSVCMKM,2025,Desconocido,Otros
Sports car,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
Spring Sings - Live,Ellie Holcomb,5hNiAUVPCTgcpy8vljCxzs,2025,christian folk,folk
Signs,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
"Tiptoe Through The Tulips - Live On The Ed Sullivan Show, July 26, 1964",Helen Shapiro,05kB8yh0Bbxj73qH63Ob3C,2025,northern soul,blues
Like I do,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
reprogram,Kilo Kish,7lsnwlX6puQ7lcpSEpJbZE,2025,alternative r&b,r&b
It's ok I'm ok,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
Are U Still - Live,Leven Kali,5YZ5AExR68U3ZblH6HcO6B,2025,Desconocido,Otros
Greenlight,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
Scratch My Brain (Interlude) (Visualizer),Elohim,6wKxOKEA3K6R2UZ3COLXEY,2025,Desconocido,Otros
Means I care,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2025,Desconocido,Otros
Stay The Same - Live Session,Marti Perramon,5avtmEzkiV6g9YlnadEAAX,2025,Desconocido,Otros
